,Type,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
1977,Innova,Toyota,Automatic,Saudi,Full,2015,2.7,195000,52000
1978,G80,Genesis,Automatic,Saudi,Semi Full,2016,3.8,165061,85500
1979,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,103000,31000
1980,Explorer,Ford,Automatic,Saudi,Standard,2010,6.0,244,17500
1981,Mohave,Kia,Automatic,Saudi,Full,2014,3.8,200350,40000
1982,Camry,Toyota,Automatic,Saudi,Standard,2019,2.5,124004,65000
1983,ES,Lexus,Automatic,Saudi,Full,2019,2.5,62000,195000
1984,Azera,Hyundai,Automatic,Saudi,Full,2015,3.0,272783,36000
1985,X,BMW,Automatic,Saudi,Full,2015,3.0,98000,150000
1986,Expedition,Ford,Automatic,Saudi,Semi Full,2016,5.4,109000,72000
1987,Elantra,Hyundai,Manual,Other,Semi Full,2011,2.0,290,12000
1988,Avalon,Toyota,Automatic,Saudi,Standard,2019,3.5,47000,116000
1989,Taurus,Ford,Automatic,Other,Full,2015,3.5,112000,81000
1990,Prado,Toyota,Automatic,Saudi,Semi Full,2020,4.0,17000,173000
1991,The 7,BMW,Automatic,Saudi,Full,2003,2.0,106000,34000
1992,Passat,Volkswagen,Automatic,Saudi,Semi Full,2012,2.5,216000,22000
1993,Camaro,Chevrolet,Automatic,Other,Full,2018,3.6,118000,119000
1994,Rav4,Toyota,Automatic,Saudi,Standard,2012,2.5,234000,30000
1995,Cerato,Kia,Automatic,Saudi,Semi Full,2015,1.6,190000,33000
1996,KICKS,Nissan,Automatic,Saudi,Semi Full,2020,1.6,200,66000
1997,S,Mercedes,Automatic,Other,Semi Full,2007,3.0,200000,75000
1998,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,200000,55000
1999,Hilux,Toyota,Automatic,Saudi,Full,2021,2.4,4000,158500
2000,Expedition,Ford,Automatic,Other,Full,2007,3.0,423000,29000
2001,Furniture,Toyota,Automatic,Unknown,Semi Full,2017,2.7,70000,75000
2002,Marquis,Ford,Automatic,Saudi,Semi Full,2008,4.6,380000,15000
2003,Sonata,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,72000,65000
2004,Range Rover,Land Rover,Automatic,Saudi,Full,2010,5.0,188000,62000
2005,Impala,Chevrolet,Automatic,Gulf Arabic,Standard,2016,3.5,114000,65000
2006,Cruze,Chevrolet,Automatic,Saudi,Semi Full,2014,1.8,135020,24000
2007,Corolla,Toyota,Automatic,Saudi,Full,2015,1.6,90000,45000
2008,Sonata,Hyundai,Automatic,Saudi,Full,2019,2.4,5400,78000
2009,Avalon,Toyota,Automatic,Saudi,Full,2020,3.5,33000,164000
2010,Malibu,Chevrolet,Automatic,Saudi,Standard,2018,2.0,135000,46500
2011,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,99000,26000
2012,ES,Lexus,Automatic,Saudi,Full,2020,3.5,33000,210000
2013,C,Mercedes,Automatic,Gulf Arabic,Full,2016,2.0,129000,134000
2014,Sportage,Kia,Automatic,Saudi,Standard,2019,1.6,69358,60500
2015,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.6,120000,30000
2016,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2020,5.7,99000,145000
2017,Yukon,GMC,Automatic,Saudi,Full,2014,5.3,327000,77000
2018,Elantra,Hyundai,Automatic,Other,Standard,2016,1.6,55000,48000
2019,Mini Van,Others,Manual,Gulf Arabic,Standard,2017,2.7,145000,39500
2020,Expedition,Ford,Automatic,Saudi,Semi Full,2014,5.4,150000,52000
2021,Tucson,Hyundai,Automatic,Saudi,Standard,2018,2.0,120000,62000
2022,Camry,Toyota,Automatic,Unknown,Standard,2010,2.5,400000,22000
2023,Escalade,Cadillac,Automatic,Other,Semi Full,2007,8.0,166000,48000
2024,Avalon,Toyota,Automatic,Saudi,Full,2012,3.5,225000,75000
2025,Land Cruiser,Toyota,Automatic,Saudi,Full,2012,8.0,228000,112000
2026,Sorento,Kia,Automatic,Saudi,Full,2015,3.8,167160,43000
2027,Hiace,Toyota,Manual,Saudi,Standard,2015,2.7,178000,60000
2028,Tucson,Hyundai,Automatic,Saudi,Semi Full,2016,2.0,200000,39000
2029,300,Chrysler,Automatic,Other,Full,2014,5.7,188000,57000
2030,GL,Mercedes,Automatic,Saudi,Full,2014,4.6,139000,135000
2031,Mustang,Ford,Automatic,Saudi,Full,2007,4.6,195,27000
2032,Taurus,Ford,Automatic,Other,Semi Full,2017,3.5,61000,73000
2033,Sonata,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,22000,85000
2034,VTC,Nissan,Manual,Saudi,Standard,2015,4.8,340000,49000
2035,Silverado,Chevrolet,Automatic,Gulf Arabic,Full,2019,5.3,77000,185000
2036,Expedition,Ford,Automatic,Saudi,Standard,2016,3.5,103000,83000
2037,FJ,Toyota,Automatic,Saudi,Semi Full,2015,4.0,110000,115000
2038,Grand Cherokee,Jeep,Automatic,Other,Full,2011,5.7,266000,36000
2039,Hilux,Toyota,Manual,Gulf Arabic,Semi Full,2020,2.7,15000,105000
2040,Senta fe,Hyundai,Automatic,Saudi,Full,2015,3.3,246000,60000
2041,Land Cruiser,Toyota,Automatic,Saudi,Full,2011,4.6,434,85000
2042,IS,Lexus,Automatic,Other,Full,2015,3.5,132000,106000
2043,Elantra,Hyundai,Automatic,Saudi,Standard,2018,1.6,144000,45000
2044,Land Cruiser,Toyota,Automatic,Saudi,Full,2015,4.7,137000,150000
2045,Camry,Toyota,Automatic,Saudi,Standard,2017,2.5,380000,43000
2046,Elantra,Hyundai,Automatic,Saudi,Full,2016,2.0,4000,48000
2047,Grand Cherokee,Jeep,Automatic,Saudi,Standard,2014,5.7,233000,50000
2048,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,89000,29000
2049,Innova,Toyota,Automatic,Saudi,Semi Full,2016,2.7,179600,51000
2050,Hilux,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,97173,64000
2051,Yukon,GMC,Automatic,Saudi,Semi Full,2007,5.3,359000,38000
2052,CX9,Mazda,Automatic,Saudi,Full,2015,3.7,217162,68500
2053,Furniture,Toyota,Automatic,Saudi,Full,2019,3.5,40000,120000
2054,Previa,Toyota,Automatic,Other,Standard,2009,1.7,400000,15000
2055,Accord,Honda,Automatic,Gulf Arabic,Full,2019,1.5,8200,107000
2056,Camry,Toyota,Automatic,Saudi,Full,2017,2.5,253641,62000
2057,Sonata,Hyundai,Automatic,Saudi,Standard,2019,2.4,70676,59500
2058,VTC,Nissan,Manual,Saudi,Semi Full,2000,4.8,490000,30000
2059,GS,Lexus,Automatic,Gulf Arabic,Semi Full,2019,3.5,62000,170000
2060,Camry,Toyota,Automatic,Saudi,Full,2017,2.5,167000,80000
2061,Suburban,GMC,Automatic,Saudi,Semi Full,2000,6.0,128000,80000
2062,Innova,Toyota,Automatic,Saudi,Semi Full,2018,2.0,99000,64000
2063,S300,Chrysler,Automatic,Other,Semi Full,2015,3.6,106000,75000
2064,RX8,MG,Automatic,Saudi,Full,2021,2.0,4000,105000
2065,Camry,Toyota,Automatic,Saudi,Semi Full,2006,2.4,240000,20000
2066,Tahoe,Chevrolet,Automatic,Saudi,Full,2010,5.3,250000,55000
2067,Cadenza,Kia,Automatic,Saudi,Semi Full,2021,3.5,32031,111500
2068,Echo Sport,Ford,Automatic,Saudi,Standard,2016,1.5,217000,25000
2069,Datsun,Nissan,Manual,Saudi,Standard,2015,1.9,142000,39000
2070,Elantra,Hyundai,Automatic,Saudi,Semi Full,2016,2.0,280,33000
2071,Mustang,Ford,Automatic,Other,Full,2016,2.3,84000,97000
2072,Azera,Hyundai,Automatic,Saudi,Full,2018,3.5,50000,85000
2073,Impala,Chevrolet,Automatic,Saudi,Standard,2018,3.6,110519,58500
2074,Land Cruiser 70,Toyota,Manual,Saudi,Full,2019,4.0,26000,130000
2075,3,MG,Manual,Saudi,Standard,2013,1.3,41000,15000
2076,Grand Cherokee,Jeep,Automatic,Saudi,Semi Full,2014,5.7,175000,70000
2077,Gran Max,Others,Manual,Saudi,Standard,2014,1.5,254000,25000
2078,Furniture,Toyota,Automatic,Saudi,Standard,2014,2.7,127000,57000
2079,Camry,Toyota,Automatic,Saudi,Standard,2010,2.4,255,33500
2080,Land Cruiser 70,Toyota,Manual,Gulf Arabic,Semi Full,2016,4.0,177000,90000
2081,Camry,Toyota,Automatic,Saudi,Full,2016,2.5,300000,50000
2082,Yukon,GMC,Automatic,Saudi,Full,2007,4.7,300000,35000
2083,Pegas,Kia,Automatic,Saudi,Standard,2020,1.4,5300,37500
2084,FJ,Toyota,Automatic,Saudi,Full,2015,1.0,190000,98000
2085,Cayenne,Porsche,Automatic,Saudi,Standard,2016,3.6,121,160000
2086,Camry,Toyota,Manual,Saudi,Full,2008,2.4,360000,19000
2087,Cores,Kia,Automatic,Saudi,Full,2014,3.5,81000,78000
2088,Hilux,Toyota,Manual,Saudi,Standard,2015,2.7,300000,75000
2089,Traverse,Chevrolet,Automatic,Saudi,Standard,2010,3.6,219,22000
2090,Grand Vitara,Others,Manual,Saudi,Semi Full,2013,2.0,16000,35000
2091,FX,Others,Automatic,Gulf Arabic,Full,2012,5.3,235000,59500
2092,Attrage,Mitsubishi,Automatic,Saudi,Semi Full,2021,1.2,3000,35000
2093,Expedition,Ford,Automatic,Saudi,Semi Full,2012,2.1,215000,25500
2094,Patrol,Nissan,Manual,Gulf Arabic,Standard,2013,4.0,200,80000
2095,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,102000,27500
2096,Charger,Dodge,Automatic,Gulf Arabic,Standard,2021,3.5,1700,110000
2097,Sentra,Nissan,Automatic,Saudi,Standard,2018,1.6,64000,36500
2098,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,72000,36500
2099,Hilux,Toyota,Manual,Saudi,Semi Full,2009,2.7,426000,32000
2100,A8,Audi,Automatic,Other,Full,2015,3.0,9400,110000
2101,Yaris,Toyota,Automatic,Saudi,Semi Full,2016,1.5,155000,32000
2102,Tucson,Hyundai,Automatic,Saudi,Semi Full,2016,2.0,157000,50000
2103,L300,Mitsubishi,Manual,Saudi,Standard,2014,2.0,120000,23000
2104,Range Rover,Land Rover,Automatic,Saudi,Full,2009,5.0,214000,85000
2105,H1,Hyundai,Automatic,Saudi,Semi Full,2015,2.4,131000,42000
2106,Patrol,Nissan,Manual,Saudi,Standard,2006,4.0,106000,37000
2107,Aveo,Chevrolet,Automatic,Saudi,Standard,2017,1.5,118000,20000
2108,Camry,Toyota,Manual,Saudi,Standard,2001,2.5,439000,12000
2109,Camry,Toyota,Automatic,Saudi,Standard,2017,2.5,190144,54000
2110,CLS,Mercedes,Automatic,Saudi,Full,2014,3.5,88000,110000
2111,A6,Audi,Automatic,Saudi,Semi Full,2018,3.0,92000,88000
2112,Carnival,Kia,Automatic,Saudi,Semi Full,2016,3.3,243000,46000
2113,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,69000,35000
2114,Hilux,Toyota,Manual,Gulf Arabic,Semi Full,2020,2.7,27000,104500
2115,Land Cruiser,Toyota,Automatic,Saudi,Full,2011,4.7,140000,110000
2116,GL,Mercedes,Automatic,Saudi,Full,2015,5.0,32000,183000
2117,Accent,Hyundai,Manual,Saudi,Semi Full,2010,1.2,198,12000
2118,D-MAX,Isuzu,Manual,Saudi,Standard,2018,2.5,39000,72000
2119,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,62000,35000
2120,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,93239,40500
2121,Charger,Dodge,Automatic,Saudi,Standard,2015,3.6,54300,63000
2122,Explorer,Ford,Automatic,Other,Full,2013,3.5,111251,74000
2123,Hilux,Toyota,Manual,Saudi,Full,2013,2.7,186,70000
2124,Carnival,Kia,Automatic,Gulf Arabic,Semi Full,2017,3.8,77000,58000
2125,Expedition,Ford,Automatic,Gulf Arabic,Semi Full,2014,5.4,204000,45000
2126,Patrol,Nissan,Automatic,Saudi,Full,2015,5.6,228000,130000
2127,Pathfinder,Nissan,Automatic,Saudi,Standard,2014,3.5,24000,50000
2128,Coaster,Toyota,Manual,Saudi,Standard,2014,3.0,195000,75000
2129,Taurus,Ford,Automatic,Saudi,Full,2015,6.3,113220,82500
2130,Tahoe,Chevrolet,Automatic,Saudi,Full,2012,5.3,281,65000
2131,Accord,Honda,Automatic,Saudi,Full,2012,3.5,225000,32000
2132,Hilux,Toyota,Manual,Gulf Arabic,Semi Full,2017,2.7,18000,77000
2133,Land Cruiser,Toyota,Manual,Saudi,Full,2003,4.6,395735,55000
2134,Optima,Kia,Automatic,Saudi,Semi Full,2015,2.4,173588,36500
2135,Duster,Renault,Automatic,Saudi,Standard,2016,2.0,157000,18000
2136,LX,Lexus,Automatic,Saudi,Full,2012,5.7,309,150000
2137,Hilux,Toyota,Manual,Gulf Arabic,Full,2014,2.4,290000,40000
2138,Cruze,Chevrolet,Automatic,Other,Full,2016,1.6,136000,25000
2139,The 7,BMW,Automatic,Gulf Arabic,Full,2017,1.4,90000,165000
2140,Yukon,GMC,Automatic,Saudi,Full,2016,6.2,152000,122000
2141,Sonata,Hyundai,Automatic,Saudi,Standard,2019,2.4,49000,65000
2142,Traverse,Chevrolet,Automatic,Unknown,Standard,2014,3.6,195000,42000
2143,Victoria,Ford,Automatic,Other,Semi Full,2011,4.6,150000,38000
2144,Avalon,Toyota,Automatic,Saudi,Full,2011,3.5,150000,58000
2145,The 7,BMW,Automatic,Gulf Arabic,Full,2017,2.0,87000,175000
2146,Corolla,Toyota,Automatic,Saudi,Standard,2017,1.6,110,46000
2147,Optima,Kia,Automatic,Saudi,Semi Full,2016,2.4,190000,42000
2148,Prado,Toyota,Automatic,Gulf Arabic,Full,2017,4.0,140000,125000
2149,Expedition,Ford,Automatic,Saudi,Standard,2013,5.4,145000,38000
2150,RX5,MG,Automatic,Saudi,Full,2020,2.0,7855,65500
2151,Suburban,Chevrolet,Automatic,Other,Semi Full,2001,5.3,500000,15000
2152,Camry,Toyota,Automatic,Saudi,Standard,2017,2.5,109862,59500
2153,Taurus,Ford,Automatic,Saudi,Standard,2018,2.0,78508,65000
2154,Blazer,Chevrolet,Automatic,Saudi,Standard,2006,3.6,457000,10000
2155,Montero2,Others,Automatic,Saudi,Semi Full,2006,6.0,394360,15000
2156,Impala,Chevrolet,Automatic,Saudi,Semi Full,2015,3.6,145462,55000
2157,GS,Lexus,Automatic,Saudi,Semi Full,2013,3.5,287000,85000
2158,Datsun,Nissan,Automatic,Saudi,Semi Full,2016,2.7,109766,50500
2159,Camry,Toyota,Manual,Saudi,Full,2001,4.0,350000,25000
2160,Taurus,Ford,Automatic,Saudi,Standard,2018,3.5,65000,76000
2161,Camry,Toyota,Automatic,Saudi,Full,2018,3.5,80000,95000
2162,Odyssey,Honda,Automatic,Saudi,Standard,2015,3.5,192000,58000
2163,Cadenza,Kia,Automatic,Saudi,Standard,2016,3.3,145000,63000
2164,APV,Others,Manual,Saudi,Standard,2016,1.6,329000,28000
2165,Victoria,Ford,Automatic,Saudi,Semi Full,2010,3.5,280000,26000
2166,Hiace,Toyota,Manual,Saudi,Standard,2017,2.7,223000,77000
2167,Camry,Toyota,Automatic,Saudi,Standard,2017,2.4,133000,48000
2168,Sonata,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,20000,36000
2169,Yaris,Toyota,Automatic,Saudi,Full,2014,1.5,375000,24000
2170,Camry,Toyota,Automatic,Saudi,Full,2013,2.5,410000,40000
2171,Escalade,Cadillac,Automatic,Gulf Arabic,Semi Full,2016,6.2,130000,180000
2172,A6,Audi,Automatic,Saudi,Semi Full,2013,3.0,74924,71500
2173,Maxima,Nissan,Automatic,Gulf Arabic,Semi Full,2014,3.5,180,40000
2174,Navigator,Others,Automatic,Gulf Arabic,Full,2008,5.7,532000,35000
2175,Victoria,Ford,Automatic,Saudi,Full,2011,4.6,128,48000
2176,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,69000,28000
2177,Innova,Toyota,Automatic,Saudi,Standard,2020,2.7,50000,83000
2178,Cadenza,Kia,Automatic,Gulf Arabic,Full,2016,3.3,100,77000
2179,Hilux,Toyota,Manual,Saudi,Full,2016,2.7,28000,95000
2180,Odyssey,Honda,Automatic,Saudi,Full,2016,6.0,189000,57000
2181,Yaris,Toyota,Automatic,Saudi,Standard,2019,1.5,33504,38000
2182,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,114000,32000
2183,Impala,Chevrolet,Automatic,Other,Full,2015,3.6,169000,72000
2184,Ciocca,Toyota,Automatic,Saudi,Semi Full,2014,1.6,28000,75000
2185,Pajero,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,200,60000
2186,Yukon,GMC,Automatic,Saudi,Semi Full,2008,1.6,250000,22000
2187,FJ,Toyota,Automatic,Saudi,Semi Full,2017,4.0,127000,117000
2188,The 5,BMW,Automatic,Saudi,Semi Full,2015,2.0,89000,80000
2189,Sonata,Hyundai,Automatic,Saudi,Semi Full,2011,2.4,450,18000
2190,Camry,Toyota,Automatic,Saudi,Full,2017,2.5,166,55000
2191,Silverado,Chevrolet,Automatic,Saudi,Semi Full,2018,5.3,112000,77000
2192,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,68000,27000
2193,Datsun,Nissan,Manual,Other,Full,2015,2.4,261000,35000
2194,H6,Others,Automatic,Saudi,Full,2020,2.0,2000,69000
2195,Land Cruiser Pickup,Toyota,Manual,Saudi,Full,2018,4.0,81499,123000
2196,Z370,Nissan,Automatic,Saudi,Semi Full,2015,3.7,111075,80000
2197,Hiace,Toyota,Manual,Saudi,Standard,2012,2.7,126000,35000
2198,Fusion,Ford,Automatic,Saudi,Standard,2016,2.5,107590,54500
2199,C,Mercedes,Automatic,Other,Full,2015,2.0,82000,109000
2200,S,Mercedes,Automatic,Saudi,Full,2012,3.0,140000,95000
2201,Expedition,Ford,Automatic,Saudi,Semi Full,2012,3.6,170000,45000
2202,FJ,Toyota,Automatic,Saudi,Full,2014,9.0,308000,75000
2203,S,Mercedes,Automatic,Gulf Arabic,Full,2002,3.0,101000,38000
2204,Land Cruiser,Toyota,Automatic,Saudi,Full,2014,4.6,310000,100000
2205,Accent,Hyundai,Automatic,Saudi,Standard,2013,1.4,85000,16000
2206,Tahoe,Chevrolet,Automatic,Saudi,Standard,2018,5.3,39000,147000
2207,Land Cruiser,Toyota,Automatic,Saudi,Full,2012,4.6,250000,85000
2208,Pajero,Mitsubishi,Automatic,Saudi,Full,2016,3.8,75000,70000
2209,Accord,Honda,Automatic,Saudi,Semi Full,2019,1.5,11000,95800
2210,Accent,Hyundai,Automatic,Saudi,Standard,2015,1.4,176000,24000
2211,Pajero,Mitsubishi,Automatic,Saudi,Full,2016,3.8,91000,67000
2212,X-Trail,Nissan,Automatic,Saudi,Semi Full,2017,2.5,99000,62000
2213,Other,Geely,Automatic,Saudi,Full,2017,1.4,45000,36000
2214,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,112000,28500
2215,Elantra,Hyundai,Automatic,Saudi,Standard,2019,1.6,84000,51000
2216,Corolla,Toyota,Automatic,Saudi,Full,2020,1.6,58000,65000
2217,Grand Cherokee,Jeep,Automatic,Saudi,Full,2014,5.7,120000,85000
2218,Impala,Chevrolet,Automatic,Saudi,Standard,2016,3.5,139000,65000
2219,Azera,Hyundai,Automatic,Saudi,Standard,2018,3.5,98530,56500
2220,Impala,Chevrolet,Automatic,Saudi,Semi Full,2014,3.6,80000,45000
2221,Sierra,GMC,Automatic,Saudi,Semi Full,2016,6.0,450000,71000
2222,Camry,Toyota,Automatic,Saudi,Semi Full,2017,2.5,63000,63000
2223,H6,Others,Automatic,Saudi,Semi Full,2020,2.0,5000,70000
2224,ES,Lexus,Automatic,Saudi,Full,2019,2.0,47000,190000
2225,Cerato,Kia,Automatic,Saudi,Standard,2020,1.6,36000,53000
2226,Bus County,Hyundai,Manual,Saudi,Standard,2016,3.9,132852,85000
2227,Seltos,Kia,Automatic,Saudi,Semi Full,2021,1.6,10000,75000
2228,Sonata,Hyundai,Automatic,Saudi,Semi Full,2013,2.4,348,22000
2229,Cerato,Kia,Automatic,Gulf Arabic,Semi Full,2017,1.6,78000,37500
2230,Previa,Toyota,Automatic,Gulf Arabic,Full,2017,2.4,183000,70000
2231,Senta fe,Hyundai,Automatic,Saudi,Semi Full,2020,3.5,3773,124500
2232,Datsun,Nissan,Manual,Saudi,Standard,2016,2.4,2389,62000
2233,Sunny,Nissan,Manual,Other,Semi Full,2007,2.8,300020,15000
2234,Rav4,Toyota,Automatic,Saudi,Standard,2018,2.5,134000,66000
2235,CT-S,Cadillac,Automatic,Saudi,Semi Full,2012,3.0,70000,50000
2236,Corolla,Toyota,Automatic,Saudi,Standard,2015,1.6,176277,37000
2237,CS75,Changan,Automatic,Saudi,Full,2017,1.8,107000,37000
2238,H1,Hyundai,Automatic,Saudi,Standard,2018,2.4,79237,58500
2239,Hilux,Toyota,Manual,Saudi,Semi Full,2016,2.7,258000,62000
2240,X,BMW,Automatic,Saudi,Full,2014,5.0,138000,105000
2241,Sportage,Kia,Automatic,Saudi,Standard,2019,1.6,75000,60000
2242,Stinger,Kia,Automatic,Saudi,Full,2020,3.3,7000,160000
2243,C300,Chrysler,Automatic,Other,Semi Full,2015,3.6,109000,70000
2244,Avalon,Toyota,Automatic,Saudi,Semi Full,2020,3.5,30000,127000
2245,Yukon,GMC,Automatic,Saudi,Semi Full,2017,6.0,61339,155000
2246,Hilux,Toyota,Manual,Gulf Arabic,Full,2016,2.7,106000,73000
2247,Corolla,Toyota,Automatic,Saudi,Semi Full,2018,1.6,43000,54500
2248,Land Cruiser,Toyota,Automatic,Gulf Arabic,Semi Full,2014,4.6,106000,129000
2249,Land Cruiser,Toyota,Automatic,Saudi,Semi Full,2016,5.7,120000,205000
2250,Land Cruiser,Toyota,Automatic,Other,Full,2003,4.6,225,35000
2251,Eado,Changan,Automatic,Saudi,Semi Full,2020,1.5,61760,42000
2252,Yukon,GMC,Automatic,Saudi,Full,2009,6.2,20000,56000
2253,Furniture,Toyota,Automatic,Saudi,Semi Full,2018,2.7,224000,85000
2254,Explorer,Ford,Automatic,Saudi,Standard,2010,6.0,35000,160000
2255,Cadenza,Kia,Automatic,Saudi,Standard,2012,3.6,147000,25000
2256,GS,Lexus,Automatic,Gulf Arabic,Full,2017,1.0,69000,163000
2257,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,66000,29000
2258,Caprice,Chevrolet,Automatic,Saudi,Standard,2013,6.0,79159,75000
2259,CX5,Mazda,Automatic,Saudi,Full,2021,2.5,845,129000
2260,ES,Lexus,Automatic,Saudi,Semi Full,2013,3.5,200000,75000
2261,Mustang,Ford,Manual,Other,Full,2004,4.6,172,35000
2262,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,70900,40000
2263,Rio,Kia,Automatic,Saudi,Standard,2017,1.4,144024,27500
2264,Hilux,Toyota,Manual,Gulf Arabic,Full,2016,1.6,120,60000
2265,Caprice,Chevrolet,Automatic,Saudi,Semi Full,2008,3.5,255000,25000
2266,X-Terra,Nissan,Automatic,Saudi,Full,2013,4.0,95000,61000
2267,Tahoe,Chevrolet,Automatic,Saudi,Full,2007,5.6,257000,35000
2268,CS35 Plus,Changan,Automatic,Saudi,Full,2020,1.4,64355,60000
2269,SRT,Chrysler,Automatic,Saudi,Full,2015,6.4,200,115000
2270,Sierra,GMC,Automatic,Saudi,Standard,2018,5.3,95000,93000
2271,Mustang,Ford,Manual,Saudi,Semi Full,2010,4.0,169000,50000
2272,Expedition,Ford,Automatic,Other,Standard,2013,1.4,190000,47000
2273,The 7,BMW,Automatic,Saudi,Semi Full,2008,2.0,176000,26000
2274,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,88000,29000
2275,Taurus,Ford,Automatic,Other,Semi Full,2018,3.5,75000,96000
2276,CLA,Mercedes,Automatic,Saudi,Full,2017,2.0,103000,110000
2277,Fusion,Ford,Automatic,Other,Semi Full,2012,2.5,300000,18000
2278,Elantra,Hyundai,Automatic,Saudi,Full,2015,2.0,250000,32000
2279,Sonata,Hyundai,Automatic,Other,Full,2017,2.0,42157,55000
2280,Malibu,Chevrolet,Automatic,Saudi,Full,2014,2.6,138,27000
2281,Rio,Kia,Automatic,Saudi,Standard,2016,1.6,80000,25000
2282,Malibu,Chevrolet,Automatic,Saudi,Semi Full,2013,2.5,250000,30000
2283,Accord,Honda,Automatic,Saudi,Full,2016,3.5,89000,80000
2284,Taurus,Ford,Automatic,Other,Full,2010,3.5,254000,35000
2285,Camry,Toyota,Automatic,Gulf Arabic,Semi Full,2017,2.5,120500,50000
2286,Prado,Toyota,Automatic,Saudi,Standard,2011,4.0,263000,55000
2287,Land Cruiser,Toyota,Manual,Saudi,Standard,2004,4.6,425000,35000
2288,Rush,Toyota,Automatic,Saudi,Semi Full,2021,1.5,10000,55000
2289,Victoria,Ford,Automatic,Saudi,Semi Full,2015,4.6,130000,70000
2290,Land Cruiser Pickup,Toyota,Manual,Saudi,Standard,2014,6.0,192000,73000
2291,Focus,Ford,Automatic,Saudi,Standard,2014,1.5,75000,21000
2292,Land Cruiser Pickup,Toyota,Manual,Saudi,Semi Full,2014,3.0,175000,72000
2293,Aveo,Chevrolet,Automatic,Other,Standard,2014,1.6,88000,13000
2294,Hilux,Toyota,Automatic,Saudi,Semi Full,2016,2.7,95000,85000
2295,Land Cruiser Pickup,Toyota,Manual,Saudi,Full,2019,4.0,67000,95000
2296,Sonata,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,194814,55000
2297,The 5,BMW,Automatic,Gulf Arabic,Semi Full,2020,1.9,7800,177000
2298,Hilux,Toyota,Manual,Saudi,Full,2017,2.7,100000,90000
2299,Prado,Toyota,Automatic,Saudi,Semi Full,2016,4.0,201000,107000
2300,Eado,Changan,Automatic,Saudi,Full,2021,1.6,1000,60000
2301,ES,Lexus,Automatic,Saudi,Full,2007,3.5,250000,25000
2302,ES,Lexus,Automatic,Gulf Arabic,Standard,2018,3.5,65000,122000
2303,Hiace,Toyota,Manual,Saudi,Standard,2000,2.7,2000,12000
2304,Impala,Chevrolet,Automatic,Saudi,Standard,2018,3.6,52000,75000
2305,Elantra,Hyundai,Automatic,Saudi,Semi Full,2019,1.6,86000,54000
2306,C300,Chrysler,Automatic,Saudi,Full,2005,5.7,300000,20000
2307,Picanto,Kia,Automatic,Saudi,Standard,2015,1.0,133000,18500
2308,Malibu,Chevrolet,Automatic,Saudi,Semi Full,2016,2.5,203000,32000
2309,Challenger,Dodge,Automatic,Other,Full,2018,4.5,90000,113000
2310,D-MAX,Isuzu,Manual,Saudi,Standard,2018,2.5,203957,68500
2311,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2017,5.7,55000,153000
2312,Sierra,GMC,Automatic,Saudi,Standard,2011,5.3,272000,41000
2313,Prado,Toyota,Manual,Gulf Arabic,Semi Full,2003,4.0,450000,30000
2314,Hiace,Toyota,Manual,Saudi,Standard,2016,2.4,245743,65000
2315,K5,Kia,Automatic,Saudi,Semi Full,2021,2.5,12000,94000
2316,Accord,Honda,Automatic,Saudi,Standard,2012,1.0,251000,38000
2317,Furniture,Toyota,Automatic,Saudi,Full,2016,4.0,235000,85000
2318,X-Trail,Nissan,Automatic,Saudi,Full,2018,2.5,86500,74000
2319,Patrol,Nissan,Automatic,Saudi,Standard,2016,4.8,93000,83000
2320,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,56400,38000
2321,Accord,Honda,Automatic,Saudi,Full,2016,3.5,350000,50000
2322,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,57000,35000
